Garden Suites,Single,Double,Triple
Fern Suite,"21,000","26,000","32,000"
Lavender Suite,"15,000","19,700","25,700"
Gardenia Suite,"12,800","17,400","23,400"
Standard Suites,Single,Double,Triple
Fuchsia Suite,"12,800","17,400",
Jasmine Suite,"11,600","13,900",
Bamboo Rooms,"10,500","12,500",
