RoomDescription,Superior Room Max 3 persons,DeluxeRoom Max 3 persons,Junior Suite Max 3 persons,Royal Suite Max 4 persons
"Year Round Rack Rates - (Half Board -Bed, breakfast, a la carte lunch or dinner)","Year Round Rack Rates - (Half Board -Bed, breakfast, a la carte lunch or dinner)","Year Round Rack Rates - (Half Board -Bed, breakfast, a la carte lunch or dinner)","Year Round Rack Rates - (Half Board -Bed, breakfast, a la carte lunch or dinner)","Year Round Rack Rates - (Half Board -Bed, breakfast, a la carte lunch or dinner)"
Per Twin/Double Room Per Single room Per Triple Room (2 Adults 1 Child),"43,00 0.00 2 7 , 00 0.00 54,000.00","4 8,000 .00 30 , 0 00.00 60,000.00","75 , 000. 00","150 , 000 .00"
Year Round NETT Rates - (Half Board),Year Round NETT Rates - (Half Board),Year Round NETT Rates - (Half Board),Year Round NETT Rates - (Half Board),Year Round NETT Rates - (Half Board)
Per Twin/Double Room Per Single room Per Triple Room (2 Adults 1 Child),"3 9 , 000 .00 2 4 , 000 .00 49,000.00","43 , 000 .00 2 7 , 000. 00 54,000.00","6 8 , 00 0.00","1 35 , 0 00.00"
"FESTIVE PERIOD Rack Rates (Full Board - Bed, breakfast a la carte lunch & dinner) - Minimum 5 nights stay","FESTIVE PERIOD Rack Rates (Full Board - Bed, breakfast a la carte lunch & dinner) - Minimum 5 nights stay","FESTIVE PERIOD Rack Rates (Full Board - Bed, breakfast a la carte lunch & dinner) - Minimum 5 nights stay","FESTIVE PERIOD Rack Rates (Full Board - Bed, breakfast a la carte lunch & dinner) - Minimum 5 nights stay","FESTIVE PERIOD Rack Rates (Full Board - Bed, breakfast a la carte lunch & dinner) - Minimum 5 nights stay"
Per Twin/Double Room Per Single room Per Triple Room (2 Adults 1 Child),"62 , 0 00.00 4 8 , 0 00.00 78,000.00","74 , 00 0.00 5 8 , 000 .00 92,000.00","1 10,000 .00","2 00,000.00"
FESTIVE PERIOD NETT Rates- (Full Board),FESTIVE PERIOD NETT Rates- (Full Board),FESTIVE PERIOD NETT Rates- (Full Board),FESTIVE PERIOD NETT Rates- (Full Board),FESTIVE PERIOD NETT Rates- (Full Board)
Per Twin/Double Room Per Single room Per Triple Room (2 Adults 1 Child),"5 6 , 000.0 0 43,000 .00 70,000.00","6 7 , 000 .00 52,000 .00 83,000.00","9 9, 0 00 .00","1 80,000.00"
