Full (Per person per,board night based on 2 sharing),Gamepackage (Per person per night based on 2 sharing),Flying package (2-night stay)
validity 4 th jan - 2025,31st march 4 th jan - 31st march 2025,4 th Jan - 31st march 2025,
$ 140 per person per night,$280 per person per,night $880 per person for 2 - Night stay,Rate per person per night:
$210 per person per night,$ 420 per person per,"night $1,160 per person for 2 Night stay",Single occupant: -
3 rd person: $100 per person night,per $ 195 per person,per night,$710 per person for 2 - Night stay
"Bed, Breakfast, Lunch, Dinner WIFI in public areas","Bed, Breakfast, Dinner WIFI in public areas","Lunch, Bed, Breakfast, Lunch, Dinner, Water, Soft Drinks, Tea/Coffee",Included:
** can be purchased as additional Extras**,TwoShared Scheduled Safari Game 1 Bush Breakfast 1 Sundowner *** all activities are weather,permitting **,experiences included: **
Child: sharing adults 0 - 2 years: stay free Ages 3 - 11 yrs.: usd per night,0 - 2 years: stay free Ages 3 - 11 yrs.: usd 140 night,per years: stay free yrs.: usd 500for night stay,0-11 yrs. with 70 0 - 1 Ages 2 - 11 2-
Extra Nights:,Calculated at the normal rate per person per night based,on board type,
