Full (Per person per,board night based on 2 sharing),Gamepackage (Per person per night based on 2 sharing),Flying package (2-night stay)
validity 1 st April - 31st 2025,1 st April - 31st may 2025,1 st April - 31st may 2025,may
$ 130 per person per night,$250 per person per,night $820 per person for 2 - Night stay,Rate per person per night:
$195 per person per night,$ 375 per person per,"night $1,070 per person for 2 - Night stay",Single occupant:
3 rd person: $90 per person per,night $ 175 per,person per night,$670 per person for 2 - Night stay
"Bed, Breakfast, Lunch, Dinner WIFI in public areas","Bed, Breakfast, Dinner WIFI in public areas","Lunch, Bed, Breakfast, Lunch, Dinner, Water, Soft Drinks, Tea/Coffee",Included:
experiences included: ** ** can be purchased as additional Extras**,TwoShared Scheduled Safari Game Drives per day 1 Bush Breakfast 1 Sundowner *** all activities are weather permitting **,,
Child: 0-11 yrs. sharing with adults 0 - 2 years: stay free Ages 3 - 11 yrs.: usd per night,75,0 - 2 years: stay free Ages 3 - 11 yrs.: usd 125 per night,0 - 1 years: stay free Ages 2 - 11 yrs.: usd 470for 2- night stay
Extra Nights:,Calculated at the normal rate per person per night based on board type,Calculated at the normal rate per person per night based on board type,Calculated at the normal rate per person per night based on board type
