0,1
ONE NIGHT PACKAGE INCLUSIVE; • One Night Full-Board • Accommodation incl. of all day drinking water • Return 1st Class Train Tickets • Return transfers in Voi • Two game drives and Sanctuary entry fees • WW1Talk &visit Artifacts Museum @Taita Hills Safari Resort &Spa,EXTRA NIGHT PACKAGE INCLUSIVE; • One Night Full-Board • Accommodation incl. of all day drinking water • Two Game Drives • Sanctuary entry fees • Visit Taita Hills Wildlife Education Centre
