HIGH SEASON,,
01 Jun - 30 Jun 2025 | 16 Sep - 31 Oct 2025,RES RACK PER NIGHT,RES NETT PER NIGHT
Bush Villa (6 guests),"Ksh 836,594.00","Ksh 711,105.00"
Per additional adult,"Ksh 85,049.00","Ksh 72,292.00"
Per additional child 6-17 yrs,"Ksh 72,388.00","Ksh 61,530.00"
