PRIVATE SEASON,,
11 Jan - 31 May 2025 | 01 Nov - 19 Dec 2025,RES RACK PER NIGHT,RES NETT PER NIGHT
Bush Villa (6 guests),"Ksh 662,220.00","Ksh 562,887.00"
Per additional adult,"Ksh 66,014.00","Ksh 56,112.00"
Per additional child 6-17 yrs,"Ksh 54,051.00","Ksh 45,944.00"
