Garden Suites,Single,Double,Triple
Fern Suite,225,265,305
Lavender Suite,169,219,269
Gardenia Suite,125,165,205
Standard Suites,Single,Double,Triple
Fuchsia Suite,125,165,
Jasmine Suite,115,135,
Bamboo Rooms,99,119,
