AIRPORT TRANSFER - oneway- per car,AIRPORT TRANSFER - oneway- per car,KID POLICY
From Malindi Airport $20 From Mombasa Airport $150,From Malindi Airport $20 From Mombasa Airport $150,1 st kid 0-5 yrs FOC
,,1 st kid 6-11yrs with 2adults 50%
CANCELLATIONANDNO-SHOWPOLICY,CANCELLATIONANDNO-SHOWPOLICY,PAYMENTS
LS-MS,From 15to 8days 50%,50%deposit on booking confirmation
LS-MS,From7tonoshow 80%,Full payment due 7days prior to arrival
TS,From21daystoNoShow100%,TS Full payment due on booking
"Credit Card Accepted: VISA, MASTERCARD, AMERICAN EXPRESS","Credit Card Accepted: VISA, MASTERCARD, AMERICAN EXPRESS","Credit Card Accepted: VISA, MASTERCARD, AMERICAN EXPRESS"
