SEASON,Bed and Breakfast.Single,Bed and Breakfast.Double,Half Board.Triple,Half Board.Single,Half Board.Double,Half Board.Triple,Full Board.Single,Full Board.Double,Full Board.Triple
OFF PEAK,"8,500","11,000","13,000","10,000",14000,"18,000","11,500","17,000","22,000"
