SEASON,Bed and Breakfast.1 Bedroom Max Occupancy 2,Bed and Breakfast.2 bedroom Max Occupancy 4,Half Board.1 Bedroom Max Occupancy 2,Half Board.2 bedroom Max Occupancy 4,Full Board.1 Bedroom Max Occupancy 2,Full Board.2 bedroom Max Occupancy 4
OFF PEAK,26000,"39,000","30,000","47,000","34,000","55,000"
