ROOMTYPE.ROOMTYPE,CLIENT.CLIENT,HIGH SEASON.02.01.2025-31.03.2025 01.07.2025- 01.01.2026 (Excluding Festive Christmas/New Year) One Night Package Extra,HIGH SEASON.Night Package One,GREEN SEASON.01.04.2025-17.04.2025 22.04.2025-30.06.2025 (Excluding Easter Night Package Extra,GREEN SEASON.Holidays) Night Package
PARK VIEW ROOMS (US$),PARK VIEW ROOMS (US$),PARK VIEW ROOMS (US$),PARK VIEW ROOMS (US$),PARK VIEW ROOMS (US$),PARK VIEW ROOMS (US$)
Single Lodge Room,Per Solo Traveler,360,300,340,280
Double Lodge Room,Per Person Sharing,300,240,280,220
Triple Lodge Room,Per Person Sharing,260,208,240,188
WATERHOLE VIEWROOMS (US$),WATERHOLE VIEWROOMS (US$),WATERHOLE VIEWROOMS (US$),WATERHOLE VIEWROOMS (US$),WATERHOLE VIEWROOMS (US$),WATERHOLE VIEWROOMS (US$)
Single Lodge Room,Per Solo Traveler,375,315,355,295
Double Lodge Room,Per Person Sharing,315,255,295,235
ONE NIGHT PACKAGE INCLUSSION: • One Night Full-Board • Accommodation incl. of all day drinking water • Return transfers in Voi • Two game drives and Sanctuary entry fees • WW1 Talk & visit Artifacts Museum @Taita Hills Safari,ONE NIGHT PACKAGE INCLUSSION: • One Night Full-Board • Accommodation incl. of all day drinking water • Return transfers in Voi • Two game drives and Sanctuary entry fees • WW1 Talk & visit Artifacts Museum @Taita Hills Safari,ONE NIGHT PACKAGE INCLUSSION: • One Night Full-Board • Accommodation incl. of all day drinking water • Return transfers in Voi • Two game drives and Sanctuary entry fees • WW1 Talk & visit Artifacts Museum @Taita Hills Safari,EXTRA NIGHT PACKAGE INCLUSSION: • One Night Full-Board • Accommodation incl. of all day drinking water • Two Game Drives • Sanctuary entry fees • Visit Taita Hills Wildlife Education Centre,EXTRA NIGHT PACKAGE INCLUSSION: • One Night Full-Board • Accommodation incl. of all day drinking water • Two Game Drives • Sanctuary entry fees • Visit Taita Hills Wildlife Education Centre,EXTRA NIGHT PACKAGE INCLUSSION: • One Night Full-Board • Accommodation incl. of all day drinking water • Two Game Drives • Sanctuary entry fees • Visit Taita Hills Wildlife Education Centre
