Full (Per person per,board night based on 2 sharing),Gamepackage (Per person per night based on 2 sharing),Flying package (2-night stay)
validity 5 TH jan - 15 TH 01 ST oct -15 TH,june / dec 2025 5 TH jan - 15 TH june / 01 ST oct - 15 TH dec2025,1 st jan - 15 TH june / 01 ST oct - 15 TH dec2025,
"KSH21,120 per person per night","Ksh 28,600 per person per night","KSH100,700 per person for 2 - Night stay",Rate per person per night:
"KSH31,680per person per night","KSH42,900 per person per night","KSH129,300 per person for 2 - Night stay",Single occupant:
"Ksh 14,800 per person per night","KSH20,020 per person per night","KSH83,540 per person for 2 - Night stay",3 rd person:
"Bed, Breakfast, Lunch, Dinner, water WIFI in public areas","Bed, Breakfast, Lunch, Dinner, water, soft tea/coffee WIFI in public areas","drinks, Serena-Wilson Bed, Breakfast, Lunch, Dinner, Water, Soft Drinks, Tea/Coffee WIFI in public areas Return Transfers to/from",Included:
** can be purchased as additional Extras**,TwoShared Scheduled Safari Game Drives 1 Bush Breakfast 1 Sundowner *** all activities are weather permitting,**,experiences included: **
"0 - 2 years: stay free Ages 3 - 11 yrs.: KSH 10,560 per night",0 - 2 years: stay free Ages 3 - 11 yrs.: KSH 14.300 per night,"0 - 2 years: stay free Ages 3 - 11 yrs.: KSH 59,050 for 2-night stay",Child: 0-11 yrs. sharing with adults
Extra Nights:,Calculated at the normal rate per person per night based,on board type,
