Rate per person per night,Conservancy Fee*,Rack Rate,Total Rack,Nett 10%,Total Nett Rate
Adult (Age 16+),"Ksh2,000","Ksh 28,000","Ksh30,000","Ksh 25,200","Ksh27,200"
Child (11-15 years),"Ksh1,800","Ksh 18,200","Ksh20,000","Ksh 16,380","Ksh18,180"
Child (4-10 years,"Ksh1,000","Ksh 14,000","Ksh15,000","Ksh 12,600","Ksh13,600"
