PARK VIEW ROOMS,HIGH SEASON 02 Jan 25- 31 Mar 25 01 July 25 - 22 Dec 25,GREEN SEASON 01 April 25- 30 June 25 (Excluding Easter Holidays),EASTER HOLIDAYS 18 April 25 - 21 April 25,FESTIVE HOLIDAYS 23 Dec 25- to 01 Jan 26
Single Lodge Room,"KES. 18,900","KES. 15,525","KES. 25,200","KES. 27,900"
Double Lodge Room,"KES. 25,200","KES. 20,700","KES. 33,600","KES. 37,200"
Triple Lodge Room,"KES. 32,800","KES. 26,900","KES. 43,700","KES. 48,500"
