**ROOM TYPE**,"MID SEASON RATES

4/01 - 21/04/2025

08/07 - 22/12/2025","LOW SEASON RATES

22/04 - 07/07/2025","FESTIVE RATES

23/12 - 3/01/2026"
**ONE-BEDROOM**,"7,000 ","6,000","15,000"
**TWO-BEDROOM**,"12,000 ","10,000","25,000"
