0,1
Breakfast,22
Lunch,25
Packed Lunch,20
Dinner,27
Extra Lunch - day of departure,20
Bush Breakfast [non-alcoholic],25
Sundowner [alcoholic],30
Sundowner [non-alcoholic],25
Bush Dinner [alcoholic],30
Bush Dinner [non-alcoholic],25
