19 Dec 2025 - 04 Jan 2026,Basis,½Twin,Single,3rd / 4th,Child
GARDEN & FAMILY,AI,154,232,116,77
BEACHFRONT,AI,179,257,134,90
05 Jan 2026 - 06 April 2026,Basis,½Twin,Single,3rd / 4th,Child
GARDEN & FAMILY,AI,99,149,74,50
BEACHFRONT,AI,124,174,93,62
07 April 2026 - 30 June 2026,Basis,½Twin,Single,3rd / 4th,Child
GARDEN & FAMILY,AI,82,124,62,41
BEACHFRONT,AI,107,149,80,54
01 July 2026 - 17 Dec. 2026,Basis,½Twin,Single,3rd / 4th,Child
GARDEN & FAMILY,AI,99,149,74,50
BEACHFRONT,AI,124,174,93,62
