Family Executive Twin,BB/HB/FB,"20,500/27,000/35,000"
(4 pax),,
Tripple Deluxe Room (3 pax),BB/HB/FB,"17,000/21,000/27,000"
Conference/Team Building & Accomodation,HB/FB,"14,000/20,000"
Full Day Conference/ Team Building,,"3,500"
Half Day Conference/ Team Building,,"3,000"
