PARK VIEW ROOMS.PARK VIEW ROOMS,PARK VIEW ROOMS.PARK VIEW ROOMS,HIGH SEASON 02 Jan 2025 - 31 Mar 2025 & 01 July 2025 - 22 Dec 2025.One Night Package,HIGH SEASON 02 Jan 2025 - 31 Mar 2025 & 01 July 2025 - 22 Dec 2025.Extra Night Package,GREEN SEASON (Excluding Easter Holidays) 01 April 2025 - 30 June 2025.One Night Package,GREEN SEASON (Excluding Easter Holidays) 01 April 2025 - 30 June 2025.Extra Night Package
Single Lodge Room,Per Solo Traveller,"KES 28,400","KES 22,400","KES 26,150","KES 20,150"
Double Lodge Room,Per Person Sharing,"KES 22,100","KES 16,100","KES 19,850","KES 13,850"
Triple Lodge Room,Per Person Sharing,"KES 19,155","KES 13,955","KES 16,905","KES 11,705"
