Room Categories,Regular Season,Festive Season 25Dec - 5 Jan Min stay 7 Nights,Resident Regular Season,Resident Festive Season 25Dec - 5 Jan Min stay 7 nignts,Max Occ
Private Villa,300 $,400 $,35000 kes,50000 kes,7
