PARK VIEW ROOMS,PARK VIEW ROOMS,HIGH SEASON 02 Jan 2025 - 31. Mar 2025 & 01 July 2025 - 22 Dec 2025.Economy Package,HIGH SEASON 02 Jan 2025 - 31. Mar 2025 & 01 July 2025 - 22 Dec 2025.1st Class Package,GREEN SEASON (Excluding Easter Holidays) 01 April 2025 - 30 June 2025.Economy Package,GREEN SEASON (Excluding Easter Holidays) 01 April 2025 - 30 June 2025.1st Class Package
Single Resort Room,Per Solo Traveller,"KES 42,000","KES 47,000","KES 37,500","KES 42,500"
Double Resort Room,Per Person Sharing,"KES 37,000","KES 42,000","KES 32,500","KES 37,500"
Triple Resort Room,Per Person Sharing,"KES 32,000","KES 36,400","KES 27,500","KES 31,900"
