Room Description,Superior Room Max 3 persons,Deluxe Room Max 3 persons,Junior Suite Max 3 persons,Royal Suite Max 4 persons
"Year Round Rack Rates - (Half Board -Bed, breakfast, a la carte lunch OR dinner)","Year Round Rack Rates - (Half Board -Bed, breakfast, a la carte lunch OR dinner)","Year Round Rack Rates - (Half Board -Bed, breakfast, a la carte lunch OR dinner)","Year Round Rack Rates - (Half Board -Bed, breakfast, a la carte lunch OR dinner)","Year Round Rack Rates - (Half Board -Bed, breakfast, a la carte lunch OR dinner)"
Per Twin/Double Room Per Single room Per Triple Room (2 Adults 1 Child),4 6 0.00 2 9 0.00 590.00,5 6 0.00 3 4 0.00 690.00,8 4 0.00,"1, 70 0.00"
Year Round NETT Rates - (Half Board),Year Round NETT Rates - (Half Board),Year Round NETT Rates - (Half Board),Year Round NETT Rates - (Half Board),Year Round NETT Rates - (Half Board)
Per Twin/Double Room Per Single room Per Triple Room (2 Adults 1 Child),3 7 0.00 2 3 0.00 470.00,4 5 0.00 2 7 0.00 550.00,6 70 .00,"1, 36 0.00"
"FESTIVE PERIOD Rack Rates (Full Board - Bed, breakfast a la carte lunch & dinner) - Minimum 5 nights stay","FESTIVE PERIOD Rack Rates (Full Board - Bed, breakfast a la carte lunch & dinner) - Minimum 5 nights stay","FESTIVE PERIOD Rack Rates (Full Board - Bed, breakfast a la carte lunch & dinner) - Minimum 5 nights stay","FESTIVE PERIOD Rack Rates (Full Board - Bed, breakfast a la carte lunch & dinner) - Minimum 5 nights stay","FESTIVE PERIOD Rack Rates (Full Board - Bed, breakfast a la carte lunch & dinner) - Minimum 5 nights stay"
Per Twin/Double Room Per Single room Per Triple Room (2 Adults 1 Child),74 0.00 4 8 0.00 920.00,"85 0.00 5 6 0.00 1,060.00","1 ,34 0.00","2,00 0.00"
FESTIVE PERIOD NETT Rates-(Full Board),FESTIVE PERIOD NETT Rates-(Full Board),FESTIVE PERIOD NETT Rates-(Full Board),FESTIVE PERIOD NETT Rates-(Full Board),FESTIVE PERIOD NETT Rates-(Full Board)
Per Twin/Double Room Per Single room Per Triple Room (2 Adults 1 Child),5 9 0.00 3 8 0.00 740.00,6 8 0.00 4 5 0.00 850.00,"1 , 0 7 0.00","1,60 0.00"
