Bank Details,Bank Details
NCBA Bank Kenya PLC,MPESA Details
Beneficiary: Severin Sea Lodge (E.A) Ltd.,Account: Severin Sea Lodge
USD-Account: 6570570028,Paybill Number: 358500
EUR-Account: 6570570033,Account Number: (Your Name/Company)
KSH-Account: 6570570012,
