Rate per person per night,Conservancy Fee*,Rack Rate,Total Rack,Nett 20%,Total Nett Rate
Adult (Age 16+),US$18,US$422,US$440,US$338,US$356
Child (11-15 years),US$16,US$299,US$315,US$239,US$255
Child (4-10 years,US$9,US$211,US$220,US$169,US$178
