RESIDENT RACK RATES GAME PACKAGE,GREEN SEASON 3 Feb - 15 Jun 16 Oct - 21 Dec 2025,MIGRATION SEASON 16 Jun - 15 Oct,FESTIVE SEASON 22 Dec - 5 Jan 2026
RIVER SUITE (per person sharing),US$795,"US$1,610","US$1,100"
RIVER SUITE SINGLE,US$970,"US$2,420","US$1,650"
FAMILY SUITE (up to 4 adults),"US$2,475per night","US$5,115per night","US$3,795per night"
VILLA SUITE (up to 4 adults),"US$3,565per night","US$7,290per night","US$4,935per night"
STARBED (Supplement),US$500,US$700,US$600
