FULL BOARD INCLUDE:,FULL BOARD EXCLUDES:
• Full board accommodation • 01 Child below 4yrs free of charge (any extra to pay for meals) • Guided Nature Walk,• Park Fees - USD a) January - June $100.00 Per Adult& $50.00 Per child per day b) July - December $200 Per Adult& $50 Per child per day • Bush breakfast / dinner - USD 40.00 per person • Sundowners - USD 40.00 per person • Cultural visits - USD 40.00 per person • Exclusive use of vehicle - USD 450.00 per person • Airstrip Transfer One way - USD 225 • Extra lunch - USD 40.00 per person • Meals for Extra child 3yrs &below - $40 • Children 4 - 11yrs sharing own tent - 75% • 3 rd adult sharing triple is 75%
