PACKAGE INCLUDES:,PACKAGE EXCLUDES:
• Full board accommodation • Return airstrip transfers • Shared morning and afternoon game drives (06 persons) • Guided Nature Walk • 01 Child 3yrs and below is free of charge (any extra to pay for meals) • Rates are per Night,• Park Fees - USD a) January - June $100.00 Per Adult& $50.00 Per child per day b) July - December $200 Per Adult& $50 Per Child per day • Bush breakfast / dinner - USD 40.00 per person • Sundowners - USD 40.00 per person • Cultural visits - USD 40.00 per person • Afternoon departure - USD 200 per person (includes extra lunch &one game drive) • Exclusive use of vehicle - USD 450.00 per day • Airstrip Transfer One way - USD 225. • Extra lunch - USD 40.00 per person • Meals for Extra child 3yrs &below - $40.00 • Children 4 - 11yrs sharing own tent - 75% of per person rate • 3 rd Adult sharing triple is 80% of per person sharing Ground Package rate
