Season,Per Person Per Night (PPPN),Single Occupancy
"Quiet (Feb, Mar, May, Nov)","KES 22,000","KES 24,000"
"Shoulder (Jan 6-31, Apr, Jun, Oct, Dec 1-15)","KES 28,000","KES 33,000"
"Prime (Jul-Sep, Dec 15-Jan 5)","KES 35,000","KES 40,000"
Young Explorers (5 - 12 years),50% of Adult Rate,
Little Adventurers (1-4 years),FREE,
