PEAK SEASON,,
01 Jul - 15 Sep 2025 | 20 Dec 2025 - 10 Jan 2026,RACK - PER NIGHT,STO 25%
Single Room,$ 2,$ 1
,104,578
Child sharing 6-17 yrs,$ 1 317,$988
Child in third bed 6-12 yrs,$ 879,$660
Honeymoon Tent (2 guests),$ 3 856,$ 2 892
Family Tent (4 guests),$6 375,$ 4 782
