PEAK SEASON,,
01 Jul - 15 Sep 2025 | 20 Dec 2025 - 10 Jan 2026,RACK - PER NIGHT,STO 25%
Bush Villa (6 guests),$ 14 553,$ 10 915
Per additional adult,$ 1 481,$ 1 111
Per additional child 6-17 yrs,$ 1 260,$ 945
