PACKAGE INCLUDES:,PACKAGE EXCLUDES:
• Full board accommodation • Return airstrip transfers. • Shared morning and afternoon game drives (06 persons) • Guided Nature Walk • 01 Child below 4yrs free of charge (any extra to pay for meals) • Rates are per Night.,"• Park Fees - KES a) January - December Kes. 3,000 Per Adult & Kes. 1000 Per child per day • Bush breakfast / dinner - Kes 4,000.00 per person • Sundowners - Kes. 4,000.00 per person • Cultural visits - USD.40.00 per person • Afternoon departure - Kes. 20,000 per person (includes extra lunch &one game drive) • Exclusive use of vehicle - USD 450.00 per day • Airstrip Transfer One way - USD 225. • Extra lunch - Kes. 4,000.00 per person • Meals for Extra Child 3yrs& below - Kes. 4,000.00 • Children 4 - 11yrs sharing own tent - 75% of per person rate • 3 rd Adult sharing triple is 80% of per person sharing Ground Package rate"
