FULL BOARD INCLUDE:,FULL BOARD EXCLUDES:
• Full board accommodation • 01 Child below 4yrs free of charge (any extra to pay for meals) • Guided Nature Walk,"• Park Fees - KES a) January - December Kes. 3,000 Per Adult & Kes. 1,000 Per child per day • Bush breakfast / dinner - Kes. 4,000.00 per person • Sundowners - Kes. 4,000.00 per person • Cultural visits - USD. 40.00 per person • Exclusive use of vehicle - USD 450.00 per person • Airstrip Transfer One way - USD 225. • Extra lunch - Kes. 4,000.00 per person • Meals for Extra Child 3yrs& below - Kes. 4,000.00 • Children 4 - 11yrs sharing own tent - 75% • 3 rd adult sharing triple is 75%"
