25th August to 20th December 2025/ 05th Jan-31st March 2026.,25th August to 20th December 2025/ 05th Jan-31st March 2026.BB,25th August to 20th December 2025/ 05th Jan-31st March 2026.HB,25th August to 20th December 2025/ 05th Jan-31st March 2026.FB,21st Dec-04th Jan 2026 (Min 4 nights).HB,21st Dec-04th Jan 2026 (Min 4 nights).FB
SINGLE,75,95,110,220,250
DOUBLE,100,120,135,295,325
EXTRA ADULT,50,70,85,100,125
4-11 YEARS,45,50,60,70,85
0-3 YEARS,FREE,FREE,FREE,FREE,FREE
