ROOMTYPE.ROOMTYPE,CLIENT.CLIENT,HIGH SEASON.02.01.2025-31.03.2025 01.07.2025- 01.01.2026 (Excluding Festive Christmas/New One Night Package Extra,HIGH SEASON.Year) Night Package One Night,GREEN SEASON.01.04.2025-17.04.2025 22.04.2025-30.06.2025 (Excluding Easter Holidays) Package Extra,GREEN SEASON.Night Package
PARK VIEW ROOMS (US$),PARK VIEW ROOMS (US$),PARK VIEW ROOMS (US$),PARK VIEW ROOMS (US$),PARK VIEW ROOMS (US$),PARK VIEW ROOMS (US$)
Single Lodge Room,Per Solo Traveler,410,300,390,280
Double Lodge Room,Per Person Sharing,350,240,330,220
Triple Lodge Room,Per Person Sharing,303,208,283,188
WATERHOLE VIEW ROOMS (US$),WATERHOLE VIEW ROOMS (US$),WATERHOLE VIEW ROOMS (US$),WATERHOLE VIEW ROOMS (US$),WATERHOLE VIEW ROOMS (US$),WATERHOLE VIEW ROOMS (US$)
Single Lodge Room,Per Solo Traveler,425,315,405,295
Double Lodge Room,Per Person Sharing,365,255,345,235
ONE NIGHT PACKAGE INCLUSIVE; • One Night Full-Board • Accommodation incl. of all day drinking water • Return 1st Class Train Tickets • Return transfers in Voi • Two game drives and Sanctuary entry fees,ONE NIGHT PACKAGE INCLUSIVE; • One Night Full-Board • Accommodation incl. of all day drinking water • Return 1st Class Train Tickets • Return transfers in Voi • Two game drives and Sanctuary entry fees,ONE NIGHT PACKAGE INCLUSIVE; • One Night Full-Board • Accommodation incl. of all day drinking water • Return 1st Class Train Tickets • Return transfers in Voi • Two game drives and Sanctuary entry fees,Safari EXTRA NIGHT PACKAGE INCLUSIVE; • One Night Full-Board • Accommodation incl. of all day drinking water • Two Game Drives • Sanctuary entry fees • Visit Taita Hills Wildlife Education Centre,Safari EXTRA NIGHT PACKAGE INCLUSIVE; • One Night Full-Board • Accommodation incl. of all day drinking water • Two Game Drives • Sanctuary entry fees • Visit Taita Hills Wildlife Education Centre,Safari EXTRA NIGHT PACKAGE INCLUSIVE; • One Night Full-Board • Accommodation incl. of all day drinking water • Two Game Drives • Sanctuary entry fees • Visit Taita Hills Wildlife Education Centre
