EXTRA PERSON,FULL,HALF,BED &,FULL,HALF
POLICY,BOARD,BOARD,BREAKFAST,BOARD,BOARD
ADULT,"4,500.00","3,900.00","3,500.00","11,200.00","8,800.00"
0 - 5 YEARS,FREE,FREE,FREE,FREE,FREE
6- 12 SHARING WITH 2 ADULTS,"3,100.00","2,700.00","2,300.00","7,500.00","6,300.00"
RESORT SEPARATE ROOM (MAX 3 KIDS),"9,100.00","8,000.00","7,000.00","22,500.00","18,750.00"
