ROYAL SUITE (1-2 PAX),"18,000.00","15,000.00","13,000.00","60,000.00","50,000.00"
RESIDENCES,FULL BOARD,HALF BOARD,BED & BREAKFAST,FULL BOARD,HALF BOARD
2- BEDROOM EXECUTIVE SUITE (1-2 PAX),"18,000.00","15,000.00","13,000.00","60,000.00","50,000.00"
3- BEDROOM EXECUTIVE SUITE (1-3 PAX),"27,000.00","22,500.00","19,500.00",90.000.00,"75,000.00"
