Breakfast,"2,200"
Lunch,"2,500"
Packed Lunch,"2,000"
Dinner,"2,700"
Extra Lunch - day of departure,"2,000"
Bush Breakfast [non-alcoholic],"2,500"
Sundowner [alcoholic],"3,000"
Sundowner [non-alcoholic],"2,500"
Bush Dinner [alcoholic],"3,000"
Bush Dinner [non-alcoholic],"2,500"
