EXTRA PERSON POLICY,FULL BOARD,HALF BOARD,BED & BREAKFAST,FULL BOARD,HALF BOARD
ADULT,"6,000.00","5,000.00","4,500.00","13,500.00","11,000.00"
0 - 3 YEARS MAX2KIDS/ROOM,FREE,FREE,FREE,FREE,FREE
4- 11 SHARING WITH 2 ADULTS MAX1KID /ROOM,"4,000.00","3,500.00","3,000.00","9,500.00","8,000.00"
SEPARATEROOM (MAX 2 KIDS) RESORT,"11,000.00","10,000.00","9,000.00","28,000.00","23,000.00"
