ROYALSUITE (1-2 PAX),"22,500.00","19,000.00","16,500.00","50,000.00","45,000.00"
RESIDENCES,FULL BOARD,HALF BOARD,BED & BREAKFAST,FULL BOARD,HALF BOARD
2- BEDROOM EXECUTIVE SUITE (1-2 PAX),"22,500.00","19,000.00","16,500.00","50,000.00","45,000.00"
3- BEDROOM EXECUTIVE SUITE (1-3 PAX),"34,000.00","28,000.00","24,500.00","75,000.00","65,000.00"
