0,1,2,3,4,5
LOW SEASON 3rd Jan - 31ST MAY & 1ST NOV - 19TH DEC,FullBoard,"Ksh. 210,000 4 ADULTS","Ksh. 316,000 6 ADULTS","4 ADULTS USD. 2,800","6 ADULTS USD. 3,600"
