PA X,D escri p ti on,A g e,B& B,H B,FB
Adul t,W i th Extra Bed Above 1 2 YRS,"5, 000","8, 000","1 1 , 000",
C hi l d,W i th Extra Bed 5-12 YRS,"4, 000",,"6, 500","9, 000"
C hi l d,Shari ng 3-5 YRS,,"1 , 250",P/C,P/C
Tw i n O ccupancy,Tw i n O ccupancy,PerPax,"9, 500","1 2, 500","15, 000"
