Third adult bed (above 12 years).Children under the age of 5,"11,250.00.Free","11,250.00.",According to max occupancy in room.
1 st Child between the age of 2 and 5,Free,,
2 nd Child between the age of 2 and 5,"5,000.00",,According to max occupancy in room
Child between the age of 6 and 12,"5,000.00",According to max occupancy in room,According to max occupancy in room
