CREEK DELUXE,BO,B&B,HB,BO,B&B,HB
Single,$ 173,$ 192,$ 212,$ 242,$ 269,$ 297
Double,$ 173,$ 211,$ 251,$ 242,$ 295,$ 352
BOUTIQUE,BO,B&B,HB,BO,B&B,HB
Single,$ 140,$ 159,$ 179,$ 196,$ 222,$ 251
Double/Twin,$ 140,$ 177,$ 218,$ 196,$ 248,$ 305
Triple,$ 140,$ 196,$ 257,$ 196,$ 275,$ 360
COZY,BO,B&B,HB,BO,B&B,HB
Single,$ 108,$ 126,$ 147,$ 151,$ 177,$ 205
Double,$ 108,$ 145,$ 186,$ 151,$ 203,$ 260
