Taita Hills Wildlife Sanctuary Vehicle Entry Fees,Taita Hills Wildlife Sanctuary Vehicle Entry Fees
Vehicle Capacity,KES Per Vehicle per night
4-12 Seats,KES 675
13-24 Seats,"KES 1,350"
25-44 Seats,"KES 2,000"
45+ Seats,"KES 2,700"
Aircraft,"KES 2,700"
Helicopter Landing,"KES 2,700"
